service_id,customer_id,service_date,service_type,service_center,city,promised_duration_hours,actual_duration_hours,delay_hours,labor_cost,parts_cost,total_cost,technician_skill_rating,wait_time_minutes,communication_satisfaction,overall_satisfaction,recommendation_score,nps_category,follow_up_received,issue_resolved_first_visit,service_advisor_rating,facility_cleanliness_rating,parts_availability,booking_method,pickup_dropoff_used,warranty_claim
SRV_006548,CUST_00639,2025-08-30 05:00:18.690242,Major Service,Kothrud,Pune,6.3,8.7,2.4,11542.0,3149.0,14691.0,0.9,10.0,3.0,3.6,7.8,Passive,False,True,3.2,4.6,Delayed,Online,True,False
SRV_006549,CUST_00298,2025-08-03 05:00:18.663245,Oil Change,Rohini,Delhi,1.5,1.1,0.0,2662.0,274.0,2936.0,0.85,102.0,4.2,3.6,7.3,Passive,False,False,4.3,4.7,Not Available,Phone,True,False
SRV_006550,CUST_01720,2025-10-18 05:00:18.760245,Regular Service,Hazratganj,Lucknow,2.9,3.4,0.5,2878.0,376.0,3254.0,0.78,58.0,4.5,3.6,7.2,Passive,False,True,4.8,3.8,Not Available,Phone,False,False
SRV_006551,CUST_01263,2025-05-08 05:00:18.731244,Regular Service,Koramangala,Bangalore,2.3,3.2,0.8,3145.0,249.0,3395.0,0.85,14.0,4.1,3.8,7.8,Passive,True,True,3.8,4.0,Available,Mobile App,False,True
SRV_006552,CUST_00032,2026-01-03 05:00:18.656242,Regular Service,Madhapur,Hyderabad,3.2,3.2,0.0,3689.0,415.0,4104.0,0.99,102.0,3.2,4.1,7.7,Passive,True,False,4.5,4.5,Delayed,Mobile App,False,False
SRV_006553,CUST_00621,2023-11-29 05:00:18.690242,Oil Change,Satellite,Ahmedabad,1.6,2.3,0.8,3235.0,670.0,3905.0,0.68,119.0,3.0,3.3,3.4,Detractor,False,True,4.0,4.9,Available,Walk-in,True,False
SRV_006554,CUST_00958,2025-10-05 05:00:18.698242,Regular Service,T. Nagar,Chennai,3.1,3.4,0.3,4420.0,1035.0,5455.0,0.81,115.0,3.9,4.0,7.8,Passive,True,True,3.8,4.1,Available,Walk-in,False,False
SRV_006555,CUST_01457,2023-02-27 05:00:18.738244,Battery Replacement,Hazratganj,Lucknow,1.4,1.3,0.0,4701.0,803.0,5504.0,0.95,17.0,4.2,4.6,9.3,Promoter,True,True,5.0,4.3,Not Available,Phone,False,False
SRV_006556,CUST_01574,2024-05-06 05:00:18.741246,Regular Service,Vastrapur,Ahmedabad,2.0,2.2,0.1,2167.0,76.0,2243.0,0.99,14.0,4.2,4.1,7.1,Passive,False,True,5.0,3.5,Available,Walk-in,True,False
SRV_006557,CUST_00045,2025-02-19 05:00:18.656242,Major Service,Velachery,Chennai,4.9,6.9,2.0,12872.0,874.0,13746.0,0.75,54.0,4.1,2.3,2.0,Detractor,False,True,3.7,4.5,Not Available,Mobile App,False,False
SRV_006558,CUST_00719,2023-02-22 05:00:18.692244,Major Service,Bandra East,Mumbai,6.0,7.1,1.1,17288.0,463.0,17751.0,0.88,118.0,3.2,4.0,7.7,Passive,True,True,3.8,4.7,Delayed,Mobile App,True,False
SRV_006559,CUST_01902,2024-10-07 05:00:18.765246,Engine Repair,Howrah,Kolkata,11.3,13.8,2.4,42567.0,14143.0,56710.0,0.92,54.0,3.2,1.7,1.1,Detractor,False,True,4.6,3.8,Delayed,Walk-in,False,False
SRV_006560,CUST_01549,2025-11-25 05:00:18.741246,Regular Service,Malad,Mumbai,3.3,2.9,0.0,3261.0,439.0,3699.0,0.69,83.0,3.7,4.3,7.2,Passive,False,True,3.8,4.7,Available,Online,False,False
SRV_006561,CUST_00916,2023-08-05 05:00:18.697242,Regular Service,Aliganj,Lucknow,2.5,1.6,0.0,3474.0,270.0,3744.0,0.69,101.0,3.5,4.1,7.9,Passive,True,True,3.7,3.8,Available,Online,True,False
SRV_006562,CUST_00576,2025-01-08 05:00:18.689246,Major Service,Tambaram,Chennai,8.0,9.3,1.3,9017.0,107.0,9124.0,0.71,90.0,3.2,3.2,1.4,Detractor,False,True,4.5,4.0,Available,Online,False,False
SRV_006563,CUST_00345,2026-04-06 05:00:18.665243,Regular Service,Hinjewadi,Pune,1.8,1.6,0.0,2198.0,244.0,2443.0,0.9,91.0,3.0,4.7,9.2,Promoter,False,False,3.1,4.7,Available,Mobile App,False,True
SRV_006564,CUST_00923,2024-02-14 05:00:18.697242,AC Service,Tambaram,Chennai,2.3,2.1,0.0,4409.0,1595.0,6004.0,0.74,19.0,4.2,3.8,7.6,Passive,True,True,3.2,4.3,Delayed,Phone,False,False
SRV_006565,CUST_01068,2023-07-28 05:00:18.701242,Regular Service,Janakpuri,Delhi,3.8,2.9,0.0,3290.0,821.0,4112.0,0.77,7.0,4.9,3.6,7.6,Passive,True,True,3.3,4.3,Available,Online,False,False
SRV_006566,CUST_00045,2026-01-22 05:00:18.656242,Tire Service,Velachery,Chennai,1.3,1.2,0.0,8459.0,170.0,8630.0,0.67,79.0,4.5,3.6,7.5,Passive,False,True,3.2,4.5,Not Available,Phone,False,False
SRV_006567,CUST_01207,2025-08-05 05:00:18.723244,AC Service,Prahlad Nagar,Ahmedabad,3.7,3.4,0.0,2577.0,222.0,2800.0,0.81,19.0,4.5,3.9,7.9,Passive,True,True,4.0,3.9,Available,Online,True,False
SRV_006568,CUST_01121,2025-12-01 05:00:18.719245,Regular Service,Janakpuri,Delhi,1.7,1.6,0.0,4762.0,1366.0,6128.0,0.62,18.0,4.2,3.2,5.6,Detractor,False,False,4.2,4.9,Not Available,Walk-in,False,False
SRV_006569,CUST_01840,2024-06-09 05:00:18.764244,Regular Service,Marathahalli,Bangalore,2.4,3.6,1.2,2423.0,362.0,2784.0,0.83,74.0,4.3,3.8,7.1,Passive,True,True,3.9,4.9,Delayed,Mobile App,False,False
SRV_006570,CUST_00152,2022-12-22 05:00:18.660247,Regular Service,Mansarovar,Jaipur,3.9,3.8,0.0,3638.0,1000.0,4638.0,0.75,81.0,4.0,3.4,1.7,Detractor,False,True,3.7,3.8,Not Available,Walk-in,False,False
SRV_006571,CUST_00015,2025-10-13 05:00:18.656242,Regular Service,Satellite,Ahmedabad,2.7,3.1,0.4,2267.0,288.0,2555.0,0.99,114.0,3.5,4.2,7.9,Passive,False,True,3.8,4.5,Available,Online,True,False
SRV_006572,CUST_01688,2024-02-19 05:00:18.759243,Regular Service,Koramangala,Bangalore,2.2,2.2,0.0,3196.0,901.0,4097.0,0.79,101.0,4.9,3.7,8.0,Passive,True,True,4.5,4.8,Available,Online,True,False
SRV_006573,CUST_01916,2024-09-03 05:00:18.766243,Regular Service,Baner,Pune,2.0,3.0,1.0,2987.0,1030.0,4018.0,0.65,28.0,4.2,3.7,7.2,Passive,False,True,4.1,4.2,Not Available,Walk-in,True,True
SRV_006574,CUST_01926,2024-04-21 05:00:18.766243,Regular Service,Prahlad Nagar,Ahmedabad,3.4,5.1,1.7,2966.0,143.0,3110.0,0.81,50.0,3.9,3.9,7.6,Passive,True,True,3.3,4.2,Available,Online,True,False
SRV_006575,CUST_00663,2026-01-28 05:00:18.691243,Regular Service,Salt Lake,Kolkata,3.9,4.0,0.1,3687.0,281.0,3967.0,0.99,119.0,3.3,4.6,9.6,Promoter,True,True,3.2,4.0,Available,Phone,True,False
SRV_006576,CUST_00201,2024-10-29 05:00:18.661250,Regular Service,Prahlad Nagar,Ahmedabad,1.8,2.7,0.9,4114.0,924.0,5038.0,0.95,111.0,4.0,4.7,9.3,Promoter,False,True,3.4,4.7,Delayed,Mobile App,False,False
SRV_006577,CUST_00327,2025-02-03 05:00:18.664243,Regular Service,New Town,Kolkata,1.9,2.1,0.2,3495.0,113.0,3609.0,0.69,66.0,4.3,3.5,7.8,Passive,False,True,3.6,4.0,Delayed,Mobile App,True,False
SRV_006578,CUST_00495,2024-02-19 05:00:18.686242,Regular Service,Vastrapur,Ahmedabad,4.4,3.5,0.0,4650.0,422.0,5072.0,0.83,58.0,3.6,4.1,7.0,Passive,False,False,4.2,4.5,Not Available,Online,False,False
SRV_006579,CUST_00081,2023-05-04 05:00:18.657826,Tire Service,Kothrud,Pune,1.4,1.2,0.0,8488.0,2122.0,10610.0,0.74,44.0,4.1,3.5,1.6,Detractor,True,True,4.5,3.5,Delayed,Mobile App,False,False
SRV_006580,CUST_00350,2023-07-24 05:00:18.665243,Transmission Service,Marathahalli,Bangalore,9.2,9.2,0.0,18716.0,7195.0,25911.0,0.95,101.0,4.4,4.8,9.1,Promoter,True,True,3.7,3.8,Not Available,Online,False,True
SRV_006581,CUST_01007,2024-02-27 05:00:18.699242,Regular Service,Baner,Pune,3.2,3.3,0.1,3883.0,1362.0,5245.0,0.81,31.0,4.3,4.2,7.4,Passive,True,True,4.6,4.1,Available,Mobile App,True,False
SRV_006582,CUST_01018,2025-08-23 05:00:18.699242,AC Service,Goregaon,Mumbai,2.0,1.6,0.0,7562.0,928.0,8490.0,0.86,39.0,3.4,3.1,4.9,Detractor,True,True,4.7,4.9,Available,Online,False,False
SRV_006583,CUST_01364,2025-02-10 05:00:18.735244,Oil Change,Hinjewadi,Pune,1.3,0.8,0.0,2804.0,729.0,3533.0,0.72,48.0,3.8,2.9,3.1,Detractor,True,True,3.9,4.5,Available,Walk-in,False,False
SRV_006584,CUST_00206,2025-06-10 05:00:18.661250,Brake Service,Mansarovar,Jaipur,3.9,3.9,0.0,6405.0,2281.0,8686.0,0.97,80.0,3.1,4.1,7.3,Passive,False,True,4.9,4.5,Available,Walk-in,True,False
SRV_006585,CUST_00871,2025-04-19 05:00:18.696242,Battery Replacement,Howrah,Kolkata,1.1,1.3,0.2,4274.0,243.0,4517.0,0.79,83.0,3.5,4.3,7.9,Passive,True,True,4.1,4.9,Not Available,Phone,True,True
SRV_006586,CUST_01562,2025-07-11 05:00:18.741246,Brake Service,T. Nagar,Chennai,3.0,2.9,0.0,5438.0,2123.0,7562.0,0.92,66.0,4.1,4.8,9.8,Promoter,False,True,4.3,4.3,Available,Phone,True,False
SRV_006587,CUST_01083,2023-12-31 05:00:18.701242,AC Service,Maninagar,Ahmedabad,4.3,4.6,0.3,3361.0,700.0,4062.0,0.92,116.0,4.0,3.9,7.8,Passive,False,True,3.7,4.2,Available,Phone,True,True
SRV_006588,CUST_01644,2024-05-29 05:00:18.758891,Regular Service,Kukatpally,Hyderabad,2.3,1.9,0.0,2377.0,11.0,2388.0,0.95,81.0,4.1,4.5,7.1,Passive,True,True,4.9,4.5,Delayed,Walk-in,True,False
SRV_006589,CUST_00847,2023-11-05 05:00:18.695242,Oil Change,Kukatpally,Hyderabad,1.0,1.5,0.5,2966.0,1115.0,4081.0,0.93,22.0,4.2,4.4,8.0,Passive,False,True,4.9,4.3,Not Available,Walk-in,False,True
SRV_006590,CUST_01027,2024-03-20 05:00:18.700242,Regular Service,New Town,Kolkata,2.7,2.1,0.0,5802.0,999.0,6800.0,0.88,43.0,3.2,3.8,7.9,Passive,False,False,4.7,4.0,Available,Phone,True,False
SRV_006591,CUST_00840,2024-03-25 05:00:18.695242,Major Service,Marathahalli,Bangalore,6.1,6.5,0.4,9459.0,810.0,10269.0,0.74,44.0,3.6,4.0,7.8,Passive,True,True,3.5,4.7,Available,Online,False,False
SRV_006592,CUST_00644,2023-02-12 05:00:18.690242,Regular Service,Prahlad Nagar,Ahmedabad,2.1,2.5,0.4,4132.0,574.0,4706.0,0.61,34.0,3.1,3.3,5.8,Detractor,False,False,4.8,4.4,Delayed,Mobile App,True,True
SRV_006593,CUST_01847,2024-01-06 05:00:18.764388,Oil Change,Powai,Mumbai,1.5,1.8,0.3,2830.0,910.0,3740.0,0.6,13.0,3.8,3.7,7.3,Passive,True,True,4.1,4.6,Delayed,Phone,False,False
SRV_006594,CUST_00386,2025-07-15 05:00:18.684243,Major Service,Bandra East,Mumbai,6.7,8.2,1.6,8871.0,1486.0,10357.0,0.74,34.0,3.6,3.3,4.4,Detractor,False,True,3.6,4.9,Available,Mobile App,True,False
SRV_006595,CUST_01841,2022-09-27 05:00:18.764244,Engine Repair,Secunderabad,Hyderabad,10.7,15.2,4.5,24404.0,8106.0,32510.0,0.77,5.0,4.3,2.8,2.5,Detractor,True,True,3.2,4.8,Available,Walk-in,False,False
SRV_006596,CUST_01964,2025-09-25 05:00:18.767245,Transmission Service,Aundh,Pune,5.6,4.4,0.0,19088.0,721.0,19809.0,0.97,92.0,4.5,4.4,7.7,Passive,False,True,4.0,4.6,Delayed,Online,False,False
SRV_006597,CUST_00051,2024-02-26 05:00:18.657243,Regular Service,New Town,Kolkata,2.9,3.0,0.1,2219.0,415.0,2634.0,0.75,17.0,3.3,3.5,7.8,Passive,True,True,4.3,4.7,Delayed,Walk-in,True,False
SRV_006598,CUST_00923,2024-02-20 05:00:18.697242,Brake Service,Tambaram,Chennai,4.1,5.9,1.7,3859.0,1523.0,5382.0,0.87,37.0,4.6,4.2,7.1,Passive,True,True,4.5,4.4,Available,Walk-in,False,False
SRV_006599,CUST_01688,2023-06-19 05:00:18.759243,Regular Service,Koramangala,Bangalore,4.3,3.0,0.0,2047.0,222.0,2269.0,0.89,6.0,4.8,3.7,8.0,Passive,False,True,3.7,5.0,Delayed,Online,True,False
SRV_006600,CUST_00547,2022-12-26 05:00:18.688243,Regular Service,Maninagar,Ahmedabad,2.1,1.5,0.0,2382.0,534.0,2916.0,0.84,15.0,4.5,4.3,7.1,Passive,True,True,4.4,4.6,Not Available,Online,True,False
SRV_006601,CUST_00781,2024-02-16 05:00:18.694242,Oil Change,Hazratganj,Lucknow,1.4,1.1,0.0,2525.0,538.0,3063.0,0.75,63.0,4.2,3.9,7.5,Passive,False,True,3.3,5.0,Available,Walk-in,False,False
SRV_006602,CUST_00574,2024-06-17 05:00:18.689246,Major Service,Malviya Nagar,Jaipur,5.5,5.5,0.0,11164.0,2297.0,13461.0,0.65,108.0,3.5,3.4,5.6,Detractor,False,True,4.5,4.7,Available,Walk-in,True,False
SRV_006603,CUST_00438,2024-01-10 05:00:18.685242,Regular Service,Maninagar,Ahmedabad,2.8,2.6,0.0,3171.0,801.0,3972.0,0.95,84.0,3.9,4.6,9.9,Promoter,True,True,4.5,4.7,Available,Online,True,False
SRV_006604,CUST_01663,2023-06-05 05:00:18.759243,Oil Change,Dwarka,Delhi,1.4,1.2,0.0,2145.0,648.0,2793.0,0.96,33.0,3.5,4.2,7.9,Passive,False,True,4.5,4.3,Available,Phone,False,False
SRV_006605,CUST_00988,2024-09-20 05:00:18.699242,Regular Service,Tambaram,Chennai,3.6,3.6,0.0,4630.0,226.0,4856.0,0.74,29.0,3.2,3.7,7.8,Passive,False,True,3.3,4.9,Available,Online,True,False
SRV_006606,CUST_01702,2024-01-25 05:00:18.760245,Regular Service,Vastrapur,Ahmedabad,3.6,3.2,0.0,3320.0,978.0,4298.0,0.98,49.0,4.5,4.5,7.6,Passive,False,True,4.8,4.5,Delayed,Online,True,False
SRV_006607,CUST_00537,2024-12-04 05:00:18.688243,Regular Service,Electronic City,Bangalore,3.8,2.5,0.0,2669.0,378.0,3048.0,0.86,103.0,3.9,4.3,7.9,Passive,True,True,4.1,3.7,Delayed,Mobile App,False,True
SRV_006608,CUST_01102,2022-10-18 05:00:18.701242,Regular Service,Koramangala,Bangalore,2.1,2.5,0.4,3229.0,570.0,3799.0,0.72,104.0,3.6,4.3,7.6,Passive,True,False,4.4,3.9,Delayed,Phone,True,False
SRV_006609,CUST_00111,2025-05-22 05:00:18.658241,Major Service,Gomti Nagar,Lucknow,5.1,4.9,0.0,11793.0,1635.0,13428.0,0.7,8.0,4.0,4.2,7.2,Passive,False,True,3.1,4.3,Delayed,Mobile App,True,False
SRV_006610,CUST_00407,2025-10-19 05:00:18.684243,Regular Service,Anna Nagar,Chennai,4.0,3.7,0.0,3963.0,921.0,4884.0,0.81,75.0,4.3,4.4,7.2,Passive,False,True,5.0,4.5,Not Available,Online,True,False
SRV_006611,CUST_00552,2023-09-30 05:00:18.688243,Oil Change,Madhapur,Hyderabad,1.9,2.2,0.3,2570.0,620.0,3191.0,0.62,60.0,3.2,3.5,7.9,Passive,False,True,4.3,4.4,Not Available,Phone,True,False
SRV_006612,CUST_01513,2024-11-30 05:00:18.740245,Brake Service,Salt Lake,Kolkata,2.8,3.1,0.3,6807.0,1858.0,8665.0,0.63,95.0,3.1,3.7,7.7,Passive,False,True,5.0,3.9,Not Available,Walk-in,False,False
SRV_006613,CUST_01986,2025-01-27 05:00:18.767245,Brake Service,Whitefield,Bangalore,3.1,3.3,0.3,6671.0,836.0,7507.0,0.69,60.0,3.7,3.6,7.6,Passive,True,True,3.7,3.6,Available,Mobile App,True,False
SRV_006614,CUST_01013,2025-05-30 05:00:18.699242,Oil Change,OMR,Chennai,1.3,1.6,0.4,2706.0,222.0,2928.0,0.82,62.0,3.7,4.2,7.1,Passive,False,True,4.8,4.9,Available,Walk-in,False,False
SRV_006615,CUST_01098,2026-01-19 05:00:18.701242,Brake Service,Hazratganj,Lucknow,3.1,2.5,0.0,8498.0,1422.0,9921.0,0.63,67.0,4.1,3.5,7.3,Passive,False,True,3.3,4.7,Delayed,Walk-in,True,False
SRV_006616,CUST_00216,2022-10-13 05:00:18.661250,Major Service,Powai,Mumbai,3.9,4.4,0.5,14855.0,2953.0,17808.0,0.86,82.0,3.3,3.2,3.7,Detractor,True,True,3.4,3.8,Not Available,Online,True,False
SRV_006617,CUST_00667,2023-09-23 05:00:18.691243,Oil Change,Gachibowli,Hyderabad,1.6,1.5,0.0,2083.0,581.0,2664.0,0.9,114.0,4.7,3.8,7.2,Passive,False,True,3.3,3.9,Available,Online,False,False
SRV_006618,CUST_00409,2024-12-27 05:00:18.684243,Regular Service,Velachery,Chennai,3.1,2.7,0.0,4204.0,829.0,5033.0,0.81,73.0,3.7,3.9,7.5,Passive,True,True,3.3,4.5,Not Available,Walk-in,False,False
SRV_006619,CUST_01862,2024-12-17 05:00:18.764388,Brake Service,Whitefield,Bangalore,4.9,3.6,0.0,7931.0,740.0,8671.0,0.91,74.0,4.5,3.9,7.7,Passive,True,True,4.0,3.8,Delayed,Walk-in,True,False
SRV_006620,CUST_01475,2025-10-01 05:00:18.739244,Regular Service,Satellite,Ahmedabad,2.5,2.5,0.0,2521.0,626.0,3146.0,0.84,87.0,3.5,3.9,7.7,Passive,True,True,4.2,3.6,Available,Online,False,False
SRV_006621,CUST_01545,2024-05-05 05:00:18.741246,Transmission Service,Mansarovar,Jaipur,7.2,6.2,0.0,15747.0,4613.0,20360.0,0.62,119.0,3.9,3.7,7.9,Passive,False,False,4.3,3.9,Not Available,Mobile App,False,False
SRV_006622,CUST_00831,2024-11-15 05:00:18.695242,Oil Change,Baner,Pune,1.7,1.9,0.1,2373.0,391.0,2764.0,0.81,57.0,3.1,4.6,9.1,Promoter,True,True,3.8,4.8,Not Available,Online,True,False
SRV_006623,CUST_00541,2023-12-01 05:00:18.688243,AC Service,C-Scheme,Jaipur,3.9,3.7,0.0,5907.0,2245.0,8152.0,0.86,10.0,3.4,3.5,7.3,Passive,True,True,4.9,4.9,Available,Mobile App,True,False
SRV_006624,CUST_01600,2023-01-16 05:00:18.742244,Major Service,Madhapur,Hyderabad,5.1,6.5,1.5,13405.0,1503.0,14908.0,0.72,88.0,4.1,3.6,7.1,Passive,False,True,4.2,4.6,Available,Walk-in,True,False
SRV_006625,CUST_01674,2026-05-25 05:00:18.759243,AC Service,Whitefield,Bangalore,3.7,2.4,0.0,8579.0,1739.0,10319.0,0.98,66.0,3.8,4.2,7.4,Passive,True,True,4.3,4.2,Not Available,Walk-in,True,False
SRV_006626,CUST_00874,2025-02-07 05:00:18.696242,Oil Change,Whitefield,Bangalore,1.5,1.7,0.2,2866.0,912.0,3778.0,0.63,45.0,3.5,3.5,7.8,Passive,True,True,3.4,4.3,Available,Mobile App,False,False
SRV_006627,CUST_00604,2025-01-20 05:00:18.689246,Regular Service,Wakad,Pune,3.9,3.2,0.0,2462.0,150.0,2612.0,0.94,103.0,4.7,3.9,7.7,Passive,False,True,4.0,3.6,Available,Walk-in,False,False
SRV_006628,CUST_00618,2023-09-17 05:00:18.690242,Battery Replacement,Indira Nagar,Lucknow,1.6,1.6,0.1,3091.0,981.0,4072.0,0.89,36.0,4.1,4.4,7.3,Passive,True,True,4.8,4.9,Delayed,Online,True,False
SRV_006629,CUST_01462,2024-05-23 05:00:18.739244,Oil Change,Rohini,Delhi,1.3,0.9,0.0,1894.0,101.0,1996.0,0.81,67.0,3.4,3.9,8.0,Passive,True,False,4.8,4.2,Not Available,Online,True,False
SRV_006630,CUST_00620,2025-08-29 05:00:18.690242,Tire Service,Aundh,Pune,3.0,3.6,0.6,9371.0,2617.0,11989.0,0.89,64.0,4.3,4.3,7.2,Passive,False,True,3.2,4.4,Available,Phone,False,False
SRV_006631,CUST_00149,2025-07-04 05:00:18.660247,Oil Change,OMR,Chennai,1.3,1.0,0.0,2292.0,796.0,3087.0,0.64,73.0,4.0,4.3,7.4,Passive,True,True,3.2,4.0,Available,Walk-in,False,False
SRV_006632,CUST_01622,2023-07-30 05:00:18.742244,Major Service,Gachibowli,Hyderabad,4.6,5.2,0.6,12329.0,1767.0,14096.0,0.94,109.0,3.7,3.1,1.8,Detractor,True,True,4.8,4.3,Available,Online,False,False
SRV_006633,CUST_00087,2023-06-14 05:00:18.657826,Oil Change,Madhapur,Hyderabad,1.4,1.5,0.1,2830.0,26.0,2856.0,0.86,105.0,4.3,3.6,7.2,Passive,True,True,3.3,4.7,Available,Phone,True,False
SRV_006634,CUST_00152,2023-02-14 05:00:18.660247,Regular Service,Mansarovar,Jaipur,2.4,2.2,0.0,2845.0,318.0,3162.0,0.93,94.0,3.2,4.9,9.7,Promoter,False,False,3.5,4.6,Not Available,Phone,True,False
SRV_006635,CUST_01624,2025-06-10 05:00:18.742244,Regular Service,Malad,Mumbai,3.3,3.7,0.4,3765.0,890.0,4655.0,0.91,75.0,4.1,4.2,7.8,Passive,False,True,3.8,4.6,Not Available,Mobile App,True,True
SRV_006636,CUST_00279,2024-11-17 05:00:18.663245,Major Service,Jayanagar,Bangalore,4.9,5.6,0.8,10062.0,878.0,10940.0,0.88,72.0,4.5,4.0,7.9,Passive,True,False,3.3,3.7,Not Available,Walk-in,False,False
SRV_006637,CUST_00712,2023-08-04 05:00:18.692244,AC Service,Park Street,Kolkata,2.9,3.4,0.5,3121.0,533.0,3654.0,0.75,103.0,3.6,4.2,7.9,Passive,False,True,3.2,3.8,Available,Online,True,False
SRV_006638,CUST_01538,2024-08-07 05:00:18.740245,Brake Service,Rajarhat,Kolkata,2.4,2.2,0.0,8185.0,720.0,8906.0,0.99,109.0,3.1,4.5,7.3,Passive,False,True,4.3,3.9,Delayed,Walk-in,False,False
SRV_006639,CUST_01695,2024-08-20 05:00:18.760245,Oil Change,T. Nagar,Chennai,1.7,1.9,0.2,2420.0,341.0,2761.0,0.63,70.0,3.6,3.5,7.9,Passive,False,True,4.7,4.0,Available,Mobile App,True,False
SRV_006640,CUST_01083,2024-10-04 05:00:18.701242,Major Service,Maninagar,Ahmedabad,7.7,6.9,0.0,8719.0,3297.0,12016.0,0.9,119.0,3.7,4.7,9.6,Promoter,False,False,3.0,4.5,Delayed,Online,True,False
SRV_006641,CUST_00150,2024-08-06 05:00:18.660247,Tire Service,Thane,Mumbai,2.7,1.8,0.0,11034.0,3601.0,14635.0,0.71,105.0,4.1,4.4,7.9,Passive,False,True,4.1,4.7,Delayed,Online,False,False
SRV_006642,CUST_00110,2023-12-13 05:00:18.658241,Brake Service,Anna Nagar,Chennai,3.4,5.0,1.6,5278.0,2079.0,7357.0,0.7,31.0,3.9,4.1,7.8,Passive,False,False,3.7,4.5,Delayed,Phone,False,False
SRV_006643,CUST_00276,2024-06-22 05:00:18.663245,Major Service,Hinjewadi,Pune,9.3,6.5,0.0,8352.0,1664.0,10015.0,0.8,26.0,3.4,4.2,7.9,Passive,False,False,4.5,4.3,Not Available,Mobile App,True,False
SRV_006644,CUST_00190,2024-05-12 05:00:18.661250,Major Service,Rajarhat,Kolkata,4.6,3.9,0.0,9418.0,1657.0,11075.0,0.6,14.0,3.6,3.5,7.5,Passive,False,True,4.2,4.1,Delayed,Online,True,True
SRV_006645,CUST_01742,2025-11-19 05:00:18.761245,Transmission Service,Kukatpally,Hyderabad,5.4,4.4,0.0,19739.0,388.0,20126.0,0.81,107.0,4.2,4.1,7.4,Passive,False,True,4.0,4.1,Not Available,Mobile App,False,False
SRV_006646,CUST_01586,2023-06-02 05:00:18.742244,Regular Service,Vaishali Nagar,Jaipur,4.4,3.3,0.0,3118.0,1073.0,4191.0,0.74,64.0,4.6,4.0,7.3,Passive,True,True,4.9,3.8,Delayed,Online,False,False
SRV_006647,CUST_00748,2023-10-14 05:00:18.693242,Regular Service,Wakad,Pune,2.7,3.9,1.3,2645.0,483.0,3128.0,0.72,112.0,3.5,3.3,1.2,Detractor,True,True,4.0,3.9,Not Available,Phone,False,True
SRV_006648,CUST_00482,2023-03-30 05:00:18.686242,Brake Service,Thane,Mumbai,3.5,3.2,0.0,4026.0,298.0,4324.0,1.0,111.0,3.8,4.7,9.9,Promoter,False,True,3.9,4.4,Available,Phone,False,False
SRV_006649,CUST_01911,2025-11-20 05:00:18.766104,Regular Service,Malviya Nagar,Jaipur,2.0,1.7,0.0,4754.0,1771.0,6525.0,0.96,40.0,3.8,3.2,1.1,Detractor,True,True,4.8,3.8,Available,Mobile App,True,True
SRV_006650,CUST_01407,2025-04-08 05:00:18.737244,Major Service,Indira Nagar,Lucknow,6.5,9.3,2.7,13534.0,2587.0,16121.0,0.77,91.0,3.9,3.1,2.7,Detractor,False,True,4.9,4.9,Available,Phone,False,False
SRV_006651,CUST_01258,2023-10-24 05:00:18.730244,Regular Service,Rajarhat,Kolkata,2.3,3.0,0.7,4186.0,654.0,4840.0,0.6,84.0,3.2,2.6,0.3,Detractor,True,True,3.1,3.9,Available,Mobile App,True,False
SRV_006652,CUST_01236,2023-09-20 05:00:18.729244,Oil Change,Connaught Place,Delhi,0.9,1.1,0.1,3672.0,285.0,3957.0,0.96,66.0,4.1,3.8,7.7,Passive,False,True,4.7,4.2,Not Available,Walk-in,True,False
SRV_006653,CUST_00268,2023-06-14 05:00:18.663245,Oil Change,Rohini,Delhi,2.2,2.4,0.2,1949.0,535.0,2484.0,0.88,15.0,4.2,4.6,9.8,Promoter,False,True,4.7,4.3,Delayed,Walk-in,False,False
SRV_006654,CUST_01319,2025-03-13 05:00:18.733242,Oil Change,Indira Nagar,Lucknow,1.6,1.9,0.3,2426.0,858.0,3285.0,0.64,83.0,4.2,3.1,1.8,Detractor,True,True,3.2,4.6,Delayed,Mobile App,True,False
SRV_006655,CUST_00140,2024-11-22 05:00:18.659245,Regular Service,Hazratganj,Lucknow,3.4,4.1,0.7,4720.0,530.0,5249.0,0.78,10.0,3.2,3.9,7.1,Passive,True,True,4.4,4.1,Delayed,Walk-in,True,True
SRV_006656,CUST_00628,2026-01-11 05:00:18.690242,Regular Service,Connaught Place,Delhi,2.7,1.9,0.0,4371.0,940.0,5311.0,0.86,86.0,3.4,4.2,7.6,Passive,True,True,4.2,4.5,Not Available,Walk-in,False,True
SRV_006657,CUST_01115,2022-12-30 05:00:18.719245,Regular Service,Gachibowli,Hyderabad,4.0,2.9,0.0,3854.0,1326.0,5180.0,0.73,21.0,4.1,3.4,1.9,Detractor,True,True,4.7,3.6,Delayed,Mobile App,False,False
SRV_006658,CUST_00724,2025-08-14 05:00:18.692244,Oil Change,Madhapur,Hyderabad,1.1,1.6,0.5,2699.0,724.0,3423.0,0.68,66.0,4.4,3.5,5.6,Detractor,True,True,4.0,4.8,Not Available,Phone,True,False
